address,nearest_mrt,time_to_nearest_mrt,price,unit_type,room_type,room_size,status,updated_time,link,updated_date
165 Bishan Street 13,,,900.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.333035,https://99.co/singapore/rooms/property/165-bishan-street-13-hdb-i6FiWykuiYQYr6P2ZBDHGq,2023-09-25
848 Woodlands Street 82,,,850.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333037,https://99.co/singapore/rooms/property/848-woodlands-street-82-hdb-CrSstA2Qv3rRGTToGuJBF5,2023-09-25
230 Simei Street 4,Simei, 3 mins,1200.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333039,https://99.co/singapore/rooms/property/230-simei-street-4-hdb-2LKW8X6js7qSQQqauWJC9P,2023-09-25
7500A Beach Rd,Nicoll Highway, 4 mins,2500.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.333042,https://99.co/singapore/rooms/property/the-plaza-condo-9UjTE7Pd2RpTXrRbpGvMyi,2023-09-25
175 Bencoolen St,Rochor, 2 mins,1900.0,Condo,Common room,180.0,FULLY FURNISHED,2023-09-25 13:57:29.333044,https://99.co/singapore/rooms/property/burlington-square-condo-tjQqu2nvi3ma5S4fLSocUd,2023-09-25
1 Pk Rd,Chinatown, 1 mins,1700.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333046,https://99.co/singapore/rooms/property/peoples-park-complex-condo-6HhxXH6BwsyD9CfeDpX4Et,2023-09-25
417A Fernvale Link,Layar, 1 mins,1200.0,HDB,Master room,100.0,UNFURNISHED,2023-09-25 13:57:29.333048,https://99.co/singapore/rooms/property/417a-fernvale-link-hdb-CiVkDLxd2xvPcAdxhsSuPx,2023-09-25
6 Bishan St 25,,,1600.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333050,https://99.co/singapore/rooms/property/clover-by-the-park-condo-t9hKiTtuU54uNH7bDP7dSD,2023-09-25
704 Yishun Avenue 5,,,750.0,HDB,Common room,136.0,FULLY FURNISHED,2023-09-25 13:57:29.333053,https://99.co/singapore/rooms/property/704-yishun-avenue-5-hdb-Sz86TUMMPGz7Y5z2hEmX4R,2023-09-25
712 Woodlands Drive 70,Admiralty, 5 mins,700.0,HDB,Whole unit,1076.0,FULLY FURNISHED,2023-09-25 13:57:29.333055,https://99.co/singapore/rooms/property/712-woodlands-drive-70-hdb-6bHPXsHmhWZzcgN6on3zsP,2023-09-25
25 Bidadari Pk Dr,Woodleigh, 2 mins,4300.0,Condo,Studio,592.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333057,https://99.co/singapore/rooms/property/the-woodleigh-residences-the-woodleigh-mall-condo-bCUXYaE6eoTrLsffo6AY2Z,2023-09-25
336C Anchorvale Crescent,,,1000.0,HDB,Master room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.333059,https://99.co/singapore/rooms/property/336c-anchorvale-crescent-hdb-nCAi4sFWZkxbZoqTPMRwGQ,2023-09-25
Seletar Park Residence,,,1400.0,Terraced House,Master room,100.0,UNFURNISHED,2023-09-25 13:57:29.333062,https://99.co/singapore/rooms/property/property-in-singapore-landed-bSsomcaeVt74j9r2d839g9,2023-09-25
440C Fernvale Link,Layar, 2 mins,1000.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.333064,https://99.co/singapore/rooms/property/440c-fernvale-link-hdb-jiyctZNqJuBVtRv3Hjpv7C,2023-09-25
67 Hume Ave,,,1900.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333066,https://99.co/singapore/rooms/property/hillview-green-condo-fTtEuNEHewLEBxCFauXzbJ,2023-09-25
6 Verdun Rd,Farrer Park, 4 mins,1500.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.333068,https://99.co/singapore/rooms/property/verdun-house-condo-6pY95dJUSY8VpruKxReJ2w,2023-09-25
175B Bencoolen St,Rochor, 2 mins,2400.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333070,https://99.co/singapore/rooms/property/burlington-square-condo-Bkk8g6avbVLaLvwuaKf76H,2023-09-25
515 Dunman Rd,,,2200.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333073,https://99.co/singapore/rooms/property/dunman-place-condo-hhwSNcEKPxPuXcJEn2TbeD,2023-09-25
202 Pasir Panjang Rd,,,1699.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333075,https://99.co/singapore/rooms/property/landridge-condominium-condo-JXL4c6T7jmjig9rRdWqyjn,2023-09-25
51 Mandalay Rd,,,1650.0,Condo,Common room,300.0,FULLY FURNISHED,2023-09-25 13:57:29.333077,https://99.co/singapore/rooms/property/monarchy-apartments-condo-GgKR3TYaWNLGJdTgUaUFSr,2023-09-25
108 Tampines Street 11,Tampines, 9 mins,1150.0,HDB,Common room,129.0,FULLY FURNISHED,2023-09-25 13:57:29.333079,https://99.co/singapore/rooms/property/108-tampines-street-11-hdb-b5FSwpLA73DSFioZySmZ6N,2023-09-25
171 Yishun Avenue 7,,,650.0,HDB,Common room,269.0,FULLY FURNISHED,2023-09-25 13:57:29.333082,https://99.co/singapore/rooms/property/171-yishun-avenue-7-hdb-J7fwZNFNsVEhqELi3WP3pV,2023-09-25
2B Hong San Walk,Keat Hong, 2 mins,1700.0,Condo,Master room,250.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333084,https://99.co/singapore/rooms/property/palm-gardens-condo-5jda9PVCsBT3JWSpLfgrnF,2023-09-25
18 Moulmein Rise,Novena, 4 mins,2500.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.333086,https://99.co/singapore/rooms/property/city-edge-condo-8evC7h37PG2QjFpbSBsJfD,2023-09-25
48 Lor 32 Geylang,Dakota, 6 mins,2100.0,Condo,Master room,300.0,FULLY FURNISHED,2023-09-25 13:57:29.333088,https://99.co/singapore/rooms/property/rezi-3two-condo-3HvFJjPuCeCrgBmvgjc5He,2023-09-25
Springhill,,,1250.0,Terraced House,Master room,280.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333090,https://99.co/singapore/rooms/property/sembawang-walk-landed-GKu9UN5RELgUaigPJoiQi8,2023-09-25
967 Upp Changi Rd Nth,,,2000.0,Condo,Common room,474.0,FULLY FURNISHED,2023-09-25 13:57:29.333093,https://99.co/singapore/rooms/property/parc-komo-komo-shoppes-condo-g7rUuq24iH4iFHWBPihr5U,2023-09-25
56 Bt Batok St 31,Bukit Gombak, 4 mins,1300.0,Condo,Common room,1302.0,FULLY FURNISHED,2023-09-25 13:57:29.333095,https://99.co/singapore/rooms/property/the-madeira-condo-5h9h2k3GYydkyt6qz6fVfa,2023-09-25
10B Braddell Hill,Caldecott, 5 mins,1180.0,Condo,Common room,110.0,FULLY FURNISHED,2023-09-25 13:57:29.333097,https://99.co/singapore/rooms/property/braddell-view-condo-8j8rCfB7zRSbQZna4MZd2P,2023-09-25
709 Woodlands Drive 70,Admiralty, 4 mins,800.0,HDB,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333099,https://99.co/singapore/rooms/property/709-woodlands-drive-70-hdb-9bUpSz37yAwcEgqvVankLS,2023-09-25
720 Yishun Street 71,,,650.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.333101,https://99.co/singapore/rooms/property/720-yishun-street-71-hdb-UsTnKFbKk4bGbKqmx3tZwa,2023-09-25
1001 Lower Delta Rd,,,1900.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333104,https://99.co/singapore/rooms/property/teresa-ville-condo-5Sob6aHjmf4B8ZfrUZdC6G,2023-09-25
59 Flora Dr,,,1800.0,Condo,Master room,230.0,FULLY FURNISHED,2023-09-25 13:57:29.333106,https://99.co/singapore/rooms/property/the-inflora-condo-aBkjwprPanBFppuaT3aiFH,2023-09-25
247 Kim Keat Link,,,4000.0,HDB,Whole unit,1313.0,FULLY FURNISHED,2023-09-25 13:57:29.333108,https://99.co/singapore/rooms/property/247-kim-keat-link-hdb-ZV49oDjk36opqspsVKbNYx,2023-09-25
3 Ctrl Boulevard,Downtown, 1 mins,3100.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.333110,https://99.co/singapore/rooms/property/marina-bay-suites-condo-4T4eWpsjoU8wh8g5LaETAp,2023-09-25
10F Braddell Hill,Caldecott, 5 mins,2380.0,Condo,Master room,280.0,FULLY FURNISHED,2023-09-25 13:57:29.333113,https://99.co/singapore/rooms/property/braddell-view-condo-iLsTTZLSpyC2AUeuSRWS7F,2023-09-25
10F Braddell Hill,Caldecott, 5 mins,1780.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333115,https://99.co/singapore/rooms/property/braddell-view-condo-5EtjzvTEPcSLDDpgugUMWf,2023-09-25
2B Hong San Walk,Keat Hong, 2 mins,1150.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333117,https://99.co/singapore/rooms/property/palm-gardens-condo-NrW6G6JkUoHBAN8fHPBoAa,2023-09-25
25 Flora Rd,,,1300.0,Condo,Common room,158.0,FULLY FURNISHED,2023-09-25 13:57:29.333119,https://99.co/singapore/rooms/property/estella-gardens-condo-ebxKAYAhQDczVtaguombBV,2023-09-25
2 Mistri Rd,Prince Edward, 1 mins,2800.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333121,https://99.co/singapore/rooms/property/lumiere-condo-PpGhcvtTNDy8bhjU9R2PTP,2023-09-25
30 Jln Kemaman,,,1900.0,Condo,Master room,117.0,FULLY FURNISHED,2023-09-25 13:57:29.333124,https://99.co/singapore/rooms/property/neem-tree-condo-PfnFbQwKsjX6uSn7mTsfBk,2023-09-25
269 Toh Guan Road,Toh Guan, 5 mins,900.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.333126,https://99.co/singapore/rooms/property/269-toh-guan-road-hdb-RFznmLYBsYYWFNNPvzz4uF,2023-09-25
515 Dunman Rd,,,1600.0,Condo,Common room,151.0,FULLY FURNISHED,2023-09-25 13:57:29.333128,https://99.co/singapore/rooms/property/dunman-place-condo-fUsnkQhcHkqvcjSPuVWfmU,2023-09-25
6 Marina Boulevard,Downtown, 2 mins,5000.0,Condo,Studio,667.0,FULLY FURNISHED,2023-09-25 13:57:29.333130,https://99.co/singapore/rooms/property/the-sail-marina-bay-condo-mV56THvhvfx8sXDgZDqnfL,2023-09-25
2 Marsiling Drive,Woodlands North, 11 mins,850.0,HDB,Whole unit,699.0,FULLY FURNISHED,2023-09-25 13:57:29.333133,https://99.co/singapore/rooms/property/2-marsiling-drive-hdb-dTs8qVXw6WDoVtJNWncnmw,2023-09-25
Tivoli Gardens,,,1450.0,Terraced House,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333135,https://99.co/singapore/rooms/property/tai-keng-place-landed-4Xjy3QyKxWpqouLUjq9f9m,2023-09-25
418 Tampines Street 41,,,900.0,HDB,Whole unit,1163.0,FULLY FURNISHED,2023-09-25 13:57:29.333137,https://99.co/singapore/rooms/property/418-tampines-street-41-hdb-fYi9JUE6gHYt7ZbDxCE5Xd,2023-09-25
12 Simei St 1,,,1150.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.333139,https://99.co/singapore/rooms/property/melville-park-condo-TdYa6sLt78q3ehzFKrDn5u,2023-09-25
1 Simei St 3,,,2280.0,Condo,Common room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.333141,https://99.co/singapore/rooms/property/eastpoint-green-condo-PPzPjMiQoZX8nnBUchiX76,2023-09-25
5000J Marine Parade Rd,Siglap, 4 mins,1450.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333144,https://99.co/singapore/rooms/property/lagoon-view-condo-497K8XsaevgWexBU5mNkUC,2023-09-25
248 Bishan Street 22,Teck Ghee, 6 mins,1200.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.333146,https://99.co/singapore/rooms/property/248-bishan-street-22-hdb-ZkrmtzNKovpsPCrrLuBUkR,2023-09-25
58 Cashew Rd,Cashew, 5 mins,899.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333148,https://99.co/singapore/rooms/property/cashew-park-condominium-condo-NMwrTH2UcFxheSQ5vkHAjx,2023-09-25
218 Westwood Ave,Gek Poh, 4 mins,1350.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-25 13:57:29.333150,https://99.co/singapore/rooms/property/the-floravale-condo-DNGc4qj7djj2HzFMdynGet,2023-09-25
698B Jurong West Central 3,Boon Lay, 4 mins,1250.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.333153,https://99.co/singapore/rooms/property/698b-jurong-west-central-3-hdb-YsZyjHy2MDPUkmPyExtGzs,2023-09-25
337 Tah Ching Road,,,1200.0,HDB,Master room,210.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333155,https://99.co/singapore/rooms/property/337-tah-ching-road-hdb-LvXaQKjpfkR5Xc6m35dAQq,2023-09-25
253 Tampines Street 21,Tampines, 4 mins,1050.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.333157,https://99.co/singapore/rooms/property/253-tampines-street-21-hdb-kTXhWaBCoawzomgGC7YDCv,2023-09-25
866 Tampines Street 83,,,950.0,HDB,Common room,140.0,FULLY FURNISHED,2023-09-25 13:57:29.333159,https://99.co/singapore/rooms/property/866-tampines-street-83-hdb-ccxsagsaEjM6aS62t7oXcf,2023-09-25
213 Guillemard Rd,Mountbatten, 7 mins,1800.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333161,https://99.co/singapore/rooms/property/guillemard-suites-condo-W4LCVucSdDchUznWk45aUe,2023-09-25
487 Yio Chu Kang Rd,,,1300.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.333164,https://99.co/singapore/rooms/property/castle-green-condo-8cGuJVskjR2HxdvqTjBuLw,2023-09-25
Lauw And Sons Garden,Bishan, 3 mins,1300.0,Terraced House,Common room,500.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333166,https://99.co/singapore/rooms/property/binchang-rise-landed-irpY2aU7aqnG4pE8VEXAb6,2023-09-25
58 Cashew Rd,Cashew, 5 mins,1400.0,Condo,Master room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333168,https://99.co/singapore/rooms/property/cashew-park-condominium-condo-HPYo7ieJyK9K3r8d7ABZmu,2023-09-25
10 Jelebu Rd,,,3200.0,Condo,Master room,463.0,FULLY FURNISHED,2023-09-25 13:57:29.333170,https://99.co/singapore/rooms/property/hillion-residences-hillion-mall-condo-irYgTtqmY9BnVYubJDxqiv,2023-09-25
48 Dorset Road,Farrer Park, 6 mins,1500.0,HDB,Common room,161.0,FULLY FURNISHED,2023-09-25 13:57:29.333173,https://99.co/singapore/rooms/property/48-dorset-road-hdb-hGLUmRWy3fPQjxCin6yQj8,2023-09-25
946 Hougang Street 92,,,1400.0,HDB,Master room,215.0,FULLY FURNISHED,2023-09-25 13:57:29.333175,https://99.co/singapore/rooms/property/946-hougang-street-92-hdb-2jR9queaUoVyCLALg7nfH4,2023-09-25
241 Yishun Ring Road,,,1500.0,HDB,Common room,50.0,UNFURNISHED,2023-09-25 13:57:29.333177,https://99.co/singapore/rooms/property/241-yishun-ring-road-hdb-g5HKmPUNdAhtCdNBzWsFyq,2023-09-25
10 Kitchener Link,Farrer Park, 5 mins,2490.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333179,https://99.co/singapore/rooms/property/city-square-residences-condo-ngDjnAgxDBdRiRLFzU6Dek,2023-09-25
93 Jln Sendudok,Canberra, 6 mins,2750.0,Condo,Studio,420.0,FULLY FURNISHED,2023-09-25 13:57:29.333182,https://99.co/singapore/rooms/property/the-nautical-condo-EWDHx6SZMVKMJbQiVDSSPD,2023-09-25
406 Bukit Batok West Avenue 7,,,1200.0,HDB,Master room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333184,https://99.co/singapore/rooms/property/406-bukit-batok-west-avenue-7-hdb-VRpHJgykEKkWKnQiBTqYYX,2023-09-25
173 Lorong 1 Toa Payoh,,,1000.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.333186,https://99.co/singapore/rooms/property/173-lorong-1-toa-payoh-hdb-7Ruvtf6jCxPpgGECifvbPi,2023-09-25
47 Jurong East Ave 1,Chinese Garden, 2 mins,1800.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333188,https://99.co/singapore/rooms/property/parc-oasis-condo-L3XKzvvCQVbB2WzEqtSq9s,2023-09-25
840 Yishun Street 81,Khatib, 2 mins,950.0,HDB,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333190,https://99.co/singapore/rooms/property/840-yishun-street-81-hdb-88RhKY5DAw6vRDc462FXjx,2023-09-25
2 Geylang East Ave 2,Paya Lebar, 6 mins,1600.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333193,https://99.co/singapore/rooms/property/simsville-condo-tKJDy3D9WakVZS5aEUdL7L,2023-09-25
Ang Mo Kio 22,Teck Ghee, 2 mins,1200.0,Semi-D,Common room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333195,https://99.co/singapore/rooms/property/property-in-singapore-landed-Q6Ln8TGiikzKQk7J6fjDAV,2023-09-25
67 Tampines Ctrl 7,,,2500.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333197,https://99.co/singapore/rooms/property/citylife-tampines-condo-DnZ5a88tx3VcGEeVRFD7Si,2023-09-25
60 Telok Blangah Heights,,,1650.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.333199,https://99.co/singapore/rooms/property/60-telok-blangah-heights-hdb-PniJeXJkwwsVrjEEqVeN3a,2023-09-25
34 Tanah Merah Kechil Rd,Tanah Merah, 3 mins,1599.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-25 13:57:29.333202,https://99.co/singapore/rooms/property/east-meadows-condo-UzXAEzts3WgZDyNZpM7mnr,2023-09-25
632 Jurong West Street 65,Bahar Junction, 6 mins,1000.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.333204,https://99.co/singapore/rooms/property/632-jurong-west-street-65-hdb-cY7pHk6DL8kSFstrsYcxTw,2023-09-25
2 Everton Park,Outram Park, 6 mins,1600.0,HDB,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333206,https://99.co/singapore/rooms/property/2-everton-park-hdb-isuLrtUFoKSU2hqeMyU7D3,2023-09-25
803A Keat Hong Close,,,750.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.333208,https://99.co/singapore/rooms/property/803a-keat-hong-close-hdb-oA7AKgChWQ7VyZ4zFWzJNH,2023-09-25
91 Tampines Ave 1,,,1300.0,Condo,Common room,180.0,FULLY FURNISHED,2023-09-25 13:57:29.333210,https://99.co/singapore/rooms/property/waterview-condo-N34Nw7m4W3eR4nnS7HiM3r,2023-09-25
20 Faber Dr,,,2200.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-25 13:57:29.333213,https://99.co/singapore/rooms/property/faber-hills-condo-8esqZLQwhmeunj2mPh8i8f,2023-09-25
771 Woodlands Drive 60,,,890.0,HDB,Whole unit,1184.0,FULLY FURNISHED,2023-09-25 13:57:29.333215,https://99.co/singapore/rooms/property/771-woodlands-drive-60-hdb-VUsFRMzMdzhzsSiBH5XuC6,2023-09-25
1 Pk Rd,Chinatown, 1 mins,1300.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-25 13:57:29.333217,https://99.co/singapore/rooms/property/peoples-park-complex-condo-F8MjyWB8KjUaxak73fngYS,2023-09-25
26A Saint George's Lane,Boon Keng, 4 mins,1300.0,HDB,Common room,86.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333219,https://99.co/singapore/rooms/property/26a-saint-georges-lane-hdb-SBmRGX2bTfMxXSRZHkFBmV,2023-09-25
20 Canberra Dr,Canberra, 5 mins,1000.0,Condo,Common room,110.0,FULLY FURNISHED,2023-09-25 13:57:29.333222,https://99.co/singapore/rooms/property/yishun-emerald-condo-L9Cuz77z2XjJE8PyxyEryR,2023-09-25
259 Yishun Street 22,,,1100.0,HDB,Common room,150.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333224,https://99.co/singapore/rooms/property/259-yishun-street-22-hdb-GsrLqkD5jp2qAu9wZuqbca,2023-09-25
56 Choa Chu Kang Nth 6,Yew Tee, 6 mins,1100.0,Condo,Common room,170.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333226,https://99.co/singapore/rooms/property/yew-mei-green-condo-ZkrLY46e585KABvbcPfzbQ,2023-09-25
57 Chai Chee Drive,,,850.0,HDB,Common room,200.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333228,https://99.co/singapore/rooms/property/57-chai-chee-drive-hdb-Z8bWGWWqcPVJzQe4RfcoeQ,2023-09-25
681 Race Course Road,Farrer Park, 2 mins,1300.0,HDB,Master room,180.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333230,https://99.co/singapore/rooms/property/681-race-course-road-hdb-4nLQPKdZcNs9ocdedoXbUL,2023-09-25
168A Punggol East,Riviera, 3 mins,800.0,HDB,Common room,100.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333233,https://99.co/singapore/rooms/property/168a-punggol-east-hdb-HBVvFuh9mWD8pxvLJsReNX,2023-09-25
7 Tampines St 86,,,1850.0,Condo,Master room,300.0,FULLY FURNISHED,2023-09-25 13:57:29.333235,https://99.co/singapore/rooms/property/q-bay-residences-condo-B7sWUUAqJuEnc9Uswv5XyY,2023-09-25
412 Serangoon Central,Serangoon, 1 mins,1500.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333237,https://99.co/singapore/rooms/property/412-serangoon-central-hdb-UbjdZNX7UMN8pUs9G8Gft7,2023-09-25
35 Pasir Ris Link,,,2300.0,Condo,Master room,270.0,FULLY FURNISHED,2023-09-25 13:57:29.333239,https://99.co/singapore/rooms/property/watercolours-condo-AwQDLwsoB6atpG7nBC9t4f,2023-09-25
96 Whampoa Drive,,,980.0,HDB,Common room,92.0,FULLY FURNISHED,2023-09-25 13:57:29.333242,https://99.co/singapore/rooms/property/96-whampoa-drive-hdb-LzPNmMMzmtHwsFbw4dVbxD,2023-09-25
224 Simei Street 4,Upper Changi, 6 mins,1200.0,HDB,Master room,190.0,FULLY FURNISHED,2023-09-25 13:57:29.333244,https://99.co/singapore/rooms/property/224-simei-street-4-hdb-NmuRhMd9fvXsQy4KT3W6rg,2023-09-25
763 Woodlands Avenue 6,,,900.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.333246,https://99.co/singapore/rooms/property/763-woodlands-avenue-6-hdb-6UKqTb6ehDJy3PXb3EZbps,2023-09-25
43 Jurong East Ave 1,Chinese Garden, 2 mins,1490.0,Condo,Common room,110.0,FULLY FURNISHED,2023-09-25 13:57:29.333248,https://99.co/singapore/rooms/property/parc-oasis-condo-Ec93yamwoGbovvBrkRBr36,2023-09-25
11 Paya Lebar Rd,Paya Lebar, 4 mins,3310.0,Condo,Master room,361.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333250,https://99.co/singapore/rooms/property/lotus-at-paya-lebar-east-wing-condo-mTSVZ9Sx7wDxNtVQU4tSjQ,2023-09-25
37 Bedok South Avenue 2,,,1000.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333253,https://99.co/singapore/rooms/property/37-bedok-south-avenue-2-hdb-nraHZq7SF2Xa5KtLymv29p,2023-09-25
28 Woodlands Dr 16,,,1400.0,Condo,Common room,180.0,FULLY FURNISHED,2023-09-25 13:57:29.333255,https://99.co/singapore/rooms/property/forestville-condo-3y4s3nPha24Gd5hVmrzFs3,2023-09-25
32 Woodlands Dr 16,,,2200.0,Condo,Master room,300.0,FULLY FURNISHED,2023-09-25 13:57:29.333257,https://99.co/singapore/rooms/property/forestville-condo-eekWW6H4RycdjF7HizbeA6,2023-09-25
612 Woodlands Avenue 4,,,750.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333259,https://99.co/singapore/rooms/property/612-woodlands-avenue-4-hdb-4fyg9xZv4oDfFcBKQa82Gc,2023-09-25
131 Marsiling Rise,Woodlands North, 9 mins,1900.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-25 13:57:29.333262,https://99.co/singapore/rooms/property/131-marsiling-rise-hdb-Ay96Cyd5XdTX67nf2qJe6Q,2023-09-25
17 Yishun Cl,,,1100.0,Condo,Common room,90.0,FULLY FURNISHED,2023-09-25 13:57:29.333264,https://99.co/singapore/rooms/property/symphony-suites-condo-oLj5nhdN6CAMyKmT3dZ8ox,2023-09-25
6 Kitchener Link,Farrer Park, 5 mins,2400.0,Condo,Master room,220.0,FULLY FURNISHED,2023-09-25 13:57:29.333266,https://99.co/singapore/rooms/property/city-square-residences-condo-hVat2hAfGpi7Q7b6XBCVox,2023-09-25
517C Jurong West Street 52,Lakeside, 1 mins,1000.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333268,https://99.co/singapore/rooms/property/517c-jurong-west-street-52-hdb-WRQWYy5hCT69FchTnNsV56,2023-09-25
747 Jurong West Street 73,Gek Poh, 1 mins,950.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.333270,https://99.co/singapore/rooms/property/747-jurong-west-street-73-hdb-gzrikNcj76u8EfXjM6oQvN,2023-09-25
13 Upper Boon Keng Road,Kallang, 4 mins,1000.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-25 13:57:29.333273,https://99.co/singapore/rooms/property/13-upper-boon-keng-road-hdb-oBh9DGQBAGkco5yCcMMPRi,2023-09-25
643 Choa Chu Kang Street 64,Yew Tee, 2 mins,950.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-25 13:57:29.333275,https://99.co/singapore/rooms/property/643-choa-chu-kang-street-64-hdb-YbZYeK8YtTPTzwMriRkPGY,2023-09-25
205C Compassvale Lane,Ranggung, 3 mins,850.0,HDB,Common room,180.0,FULLY FURNISHED,2023-09-25 13:57:29.333277,https://99.co/singapore/rooms/property/205c-compassvale-lane-hdb-7Fq9d7YLtFpKjS42jMHSFK,2023-09-25
513 Bedok North Avenue 2,Bedok Reservoir, 7 mins,1500.0,HDB,Master room,92.0,FULLY FURNISHED,2023-09-25 13:57:29.333279,https://99.co/singapore/rooms/property/513-bedok-north-avenue-2-hdb-EjbgXXdQBXzysEuLWZ9YTP,2023-09-25
24 Teban Gardens Road,,,1200.0,HDB,Common room,1151.0,FULLY FURNISHED,2023-09-25 13:57:29.333282,https://99.co/singapore/rooms/property/24-teban-gardens-road-hdb-YPNscteFz6VGzSGnXv6hWD,2023-09-25
610 Woodlands Avenue 4,,,800.0,HDB,Common room,1097.0,FULLY FURNISHED,2023-09-25 13:57:29.333284,https://99.co/singapore/rooms/property/610-woodlands-avenue-4-hdb-CtKZVrWP8HCvAedHKgt9x9,2023-09-25
517 Jelapang Road,Jelapang, 3 mins,800.0,HDB,Common room,130.0,PARTIALLY FURNISHED,2023-09-25 13:57:29.333286,https://99.co/singapore/rooms/property/517-jelapang-road-hdb-U9LjTVNmgdCzZFBU6nAjHd,2023-09-25
57 Grange Rd,,,2500.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-25 13:57:29.333288,https://99.co/singapore/rooms/property/gramercy-park-condo-ieUewMfAW38faaexUbXeeb,2023-09-25
